"record_status","archive_id","archive_sha256","basin_id","field_id","dependence_family_id","T1a_status","T1a_reason","T1b_status","T1b_reason","semantic_status","semantic_reason","T2_qualified","qualified_date","scorable_status_T3","scorable_reason","valid_MD_coverage","valid_scoring_points","valid_segments","primary_field_eligible","exclusion_reason_code","notes"
"ACTIVE","T0_GIPPSLAND_011","3d45f5b425b08cf5cab688339de96f65b43ad079f867861a3af8857e32e41535","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00712822.zip; T1a0 member_count=278; all5_candidate_tokens=false"
"ACTIVE","T0_OTWAY_001","6c716f016f2df2e9770b0162fe71247f5ec386ffdb2433de3a191672080e3729","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00018987.zip; T1a0 member_count=101; all5_candidate_tokens=false"
"ACTIVE","T0_OTWAY_002","0804f84cd3dd497d401973210ef2dc79420ae36493ae6e6b6896c8b56faa434d","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00018988.zip; T1a0 member_count=73; all5_candidate_tokens=true"
"ACTIVE","T0_OTWAY_003","3a008f0abd2fcf3b3b701501f744795fdb3e606a1463e5b63ca5c7de531c764e","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00019996.zip; T1a0 member_count=8; all5_candidate_tokens=true"
"ACTIVE","T0_OTWAY_004","fc7c2ff8d27fd7e15b7f7c7de7ea2f8648f513fa5bf536fe4259a843f6187958","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00019997.zip; T1a0 member_count=48; all5_candidate_tokens=false"
"ACTIVE","T0_OTWAY_005","78a94e85b950d334d94d58a8789f1ec0c9a3f6e6631cfc5f301d8a513e0c71d7","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00019998.zip; T1a0 member_count=393; all5_candidate_tokens=false"
"ACTIVE","T0_OTWAY_006","adcdf0aa67eb6c2c38573f9c5df7ccb298693db6cf72b4f6611173ad14f91e27","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00020000.zip; T1a0 member_count=65; all5_candidate_tokens=true"
"ACTIVE","T0_OTWAY_007","e0fac072ed0ea36a98aa4d9e0333944ddfe7af5fac8ab5cd37eacc5288529063","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00020001.zip; T1a0 member_count=336; all5_candidate_tokens=false"
"ACTIVE","T0_OTWAY_008","4a375650fca8e9bacbc09656cc0715cddb541a9fb922b5197a52ed0aa5104867","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00020052.zip; T1a0 member_count=35; all5_candidate_tokens=true"
"ACTIVE","T0_OTWAY_009","21849ba220f393029cb57fb0687347f42656fd1acb018fdd013e5b3faf94a4ae","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00020053.zip; T1a0 member_count=204; all5_candidate_tokens=false"
"ACTIVE","T0_OTWAY_010","36c0b6d7c9639145f72b57f339fdebac7def224ed34c4673d96ed9a687a2513f","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: I00015002.zip; T1a0 member_count=10; all5_candidate_tokens=false"
"ACTIVE","T0_OTWAY_011","d0fb145e8fa297e6639c257557636c1a6c0ef49dc6f15b2245f1155c607fe55e","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00523860.zip; T1a0 member_count=153; all5_candidate_tokens=true"
"ACTIVE","T0_OTWAY_012","5fb0eb4cc2d8828a26c393e550976eab4b63456b2410663e878e7aef6e48c497","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00635720.zip; T1a0 member_count=207; all5_candidate_tokens=false"
"ACTIVE","T0_NORTHERN_CARNARVON_001","80a44ca1c15c695a1e228280a7bb1289dafe3ab955a3521ceb5f33532d58f11d","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00018890.zip; T1a0 member_count=85; all5_candidate_tokens=false"
"ACTIVE","T0_NORTHERN_CARNARVON_002","f0f269a0ee95c5318fd40e714ac067c35f48ca3bc20241d06573e57cb1151818","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00018891.zip; T1a0 member_count=78; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_003","e85dbac51e30e4f3df9c2acbc75e650c7a151c247584b44bbec4745ad640e291","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00019153.zip; T1a0 member_count=43; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_004","3f93a67d9ef03a3773646ae3584e72128fbea7677fe490577b2a6d72254d4d19","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00019154.zip; T1a0 member_count=61; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_005","cf482bfa372205adcc4cdf135c79f766253faa0dd568de930b0f21679f173130","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00019656.zip; T1a0 member_count=44; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_006","74368f1fdf9d4abd885baa113084648db0c5fe2bddbde7fe4cbce01bbebdda34","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00019657.zip; T1a0 member_count=94; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_007","783ed8a857a6665dced8fffeda841c4a4b4c654b36628410107edbd7db98bef4","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00019764.zip; T1a0 member_count=126; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_008","ce6ce4b8f7eafe0d0a85c9aa1dc0920d3a1aaad69f00e534a35dca226d912324","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00019765.zip; T1a0 member_count=91; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_009","a9878259481bf1c9335f15648f9362a816244709ae11750f102e7ee0a21e67c0","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00019938.zip; T1a0 member_count=66; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_010","fa16f3e35f132344355728a14dc226e500f5df2fdd41a61940e153048e90932b","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00019949.zip; T1a0 member_count=95; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_011","cb5b5dd04e5169aeea088c42b9daedc2589ec1daa41e673f38034a466b743abd","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00019950.zip; T1a0 member_count=44; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_001","4c58fcb46bac4ea6edaa359241f30cb68f9fd5328738f43644e3a8159c515a21","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00013479.zip; T1a0 member_count=117; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_002","42fec98d9c10a2d718a419cef77cea243bdea59ad5c2d6fb8ee25b1beeaad147","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00017388.zip; T1a0 member_count=142; all5_candidate_tokens=false"
"ACTIVE","T0_BONAPARTE_003","ee8a77462c13fe40c260d0bf1550751b9144afe9e4619a6c0b4ccd8a87434757","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00017389.zip; T1a0 member_count=222; all5_candidate_tokens=false"
"ACTIVE","T0_BONAPARTE_004","166388338bb31940d47b7d28923f3a49a588453113ba1c65c833a6be44795029","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00018000.zip; T1a0 member_count=32; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_005","f0ceff0e26f7fcb64984993c94f89a728f06c6a9250cc9edb4f38e2e07f82c75","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00018002.zip; T1a0 member_count=123; all5_candidate_tokens=false"
"ACTIVE","T0_BONAPARTE_006","6aeb4b3130d6e4c6f9c8def4e58c1f8b0eeb4c602913cf2d3187c9fe6c97190f","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00020041.zip; T1a0 member_count=357; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_007","7ca9fd150e9a187cb32e78121b73745fa2253233e6cc7c99eb22776158857cba","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00020042.zip; T1a0 member_count=87; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_008","55ddae4b56c367a6170f9e39a2561d1a2e2a4fd4b1ef582d891447b702b33fd4","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00021232.zip; T1a0 member_count=132; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_009","0b5f280cfe9c094c8a0d29ea97f3d79d47e43e2010daace714aa9a84bbad1efc","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00021233.zip; T1a0 member_count=53; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_010","f066b238b886826336808a6e71903f87d6c5954c94e8daab5b51d550c33c2b58","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00695523.zip; T1a0 member_count=73; all5_candidate_tokens=false"
"ACTIVE","T0_PERTH_001","df955bcdf4085937f9c66334a2788df3d487aca9f1d5fdc3d2dacce154287ba9","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00011017.zip; T1a0 member_count=123; all5_candidate_tokens=false"
"ACTIVE","T0_PERTH_002","ea83f3dc91d2955122baa08d53c32fbe3e25db88dfa993389e82fe618976dfce","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00562962.zip; T1a0 member_count=13; all5_candidate_tokens=false"
"ACTIVE","T0_PERTH_003","985b4a410a98447fda459e8e42360fb17d9b2c8038003db5ee24f0bc3871d320","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00563008.zip; T1a0 member_count=8; all5_candidate_tokens=false"
